id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
2197,abay-kokpekti-district,Alerts,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-district/activities/50890?lang=ru,
2189,bko-karatobe,NOTICE,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-karatobe/press/article/details/160732?lang=ru
2217,abay-semey,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey/activities/50911?lang=ru,
2237,aqmola,Notification,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/aqmola/activities/50976?lang=ru,
2251,abay-ayagos,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagos/activities/50913?lang=ru,
2225,abay-audany,Alerts,Хабарландыру,Оповещения,https://www.gov.kz/memleket/entities/abay-audany/activities/50908?lang=ru,
2256,abay-qaraauyl-district,Оповещение,Оповещение,Оповещение,https://www.gov.kz/memleket/entities/abay-qaraauyl-district/activities/50945?lang=ru,
2253,abay-besqaraqai-malovladimirovka,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-besqaraqai-malovladimirovka/activities/50947?lang=ru,
2268,abay-urzhar,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar/activities/50960?lang=ru,
2282,abay-besqaraqai-begen,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-besqaraqai-begen/activities/50981?lang=ru,
2238,abay-beskaragay,Alerts,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-beskaragay/activities/50923?lang=ru,
2312,abay-toktamys-district,Notification,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-toktamys-district/activities/51076?lang=ru,
2326,abay-medeu-district,Alerts,Хабарландыру,Оповещения,https://www.gov.kz/memleket/entities/abay-medeu-district/activities/51042?lang=ru,
2329,aqmola-zhaksy-kalininskoe,Alerts,Ескерту,Оповещение,/memleket/entities/aqmola-zhaksy-kalininskoe/activities/51032?,
2338,abay-saryzhal-district,Notification,Хабарландыру,Оповещение,https://www.gov.kz/memleket/entities/abay-saryzhal-district/activities/51067?lang=ru,
2342,abay-besqaraqai-ernazar,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-besqaraqai-ernazar/activities/51081?lang=ru,
2357,abay-qynduzdy-district,Alerts,Хабарландыру,Оповещения,https://www.gov.kz/memleket/entities/abay-qynduzdy-district/activities/51054?lang=ru,
2411,abay-arqat-district,Alerts,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/abay-arqat-district/activities/51216?lang=ru,
2413,abay-qasqabulaq-district,Alerts,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/abay-qasqabulaq-district/activities/51218?lang=ru,
2423,zhambyl-sarysu,Құлақтандыру,Құлақтандырулар,Оповещения,,/memleket/entities/zhambyl-sarysu/activities/50782
2432,aqmola-zhaksy-podgornoe,Notification,Ескерту,Оповещение,,/memleket/entities/aqmola-zhaksy-podgornoe/activities/51262
2390,vko-katon-karagay,ОПОВЕЩЕНИЯ,ОПОВЕЩЕНИЯ,ОПОВЕЩЕНИЯ,,/memleket/entities/vko-katon-karagay/activities/51242?lang=ru
2487,bko-karatobe,Emergency work,Төтенше жағдайдын алдын алу жұмыстары,Противоаварийные работы,,/memleket/entities/bko-karatobe/press/article/details/161955?lang=ru
2489,vko-samar,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/vko-samar/activities/50887?lang=ru,
2491,vko-zaysan,Alerts,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/vko-zaysan/activities/51272?lang=ru,
1962,kyzylorda,Reception center of citizens,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/kyzylorda/press/article/details/144035?lang=ru
2509,zhetysu-digital,The Center for the reception of citizens,Азаматтарды қабылдау орталығы,Центр приема граждан,https://www.gov.kz/memleket/entities/zhetysu-oblysy/press/article/details/144256,
1077,economy-abay,"State usuluga Provision of social support measures to specialists in the field of healthcare, education, social security, culture, sports and agro-industrial complex, civil servants of the offices of akims of villages, settlements, rural districts who arrived to work and live in rural settlements","Ауылдық елді мекендерге жұмыс істеу және тұру үшін келген ауыл, кент, ауылдық округ әкімдері аппараттарының мемлекеттік қызметшілеріне Денсаулық сақтау, білім беру, әлеуметтік қамсыздандыру, мәдениет, спорт және агроөнеркәсіптік кешен саласындағы мамандарға, әлеуметтік қолдау шараларын ұсыну мемлекеттік қызмет стандарты","Государственная усулуга Предоставление мер социальной поддержки специалистам в области здравоохранения, образования, социального обеспечения, культуры, спорта и агропромышленного комплекса, государственным служащим аппаратов акимов сел, поселков, сельских округов, прибывшим для работы и проживания в сельские населенные пункты",,https://egov.kz/cms/ru/services/for_unemployed/pass180_msh
